barrio,precio,area,habitaciones,baños,parqueaderos,telefono,url,tipo,latitud,longitud,barrio_1
el poblado,12800000,433.0,3,5,3,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-altos-del-poblado-3-habitaciones-5-banos-3-garajes/687-M3846443,Casa,6.209087371826172,-75.55409240722656,altos del poblado
el poblado,6800000,128.0,3,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-3-banos-2-garajes/687-M5512158,Apartamento,6.203347682952881,-75.55573272705078,el tesoro
belen,3200000,87.0,3,2,2,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-3-habitaciones-2-banos-2-garajes/12116-M5858482,Apartamento,6.219273567199707,-75.60104370117188,loma de los bernal
el poblado,4900000,114.0,3,2,4,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-2-banos-4-garajes/687-M4965471,Apartamento,6.2028350830078125,-75.55504608154297,el tesoro
el poblado,6300000,133.0,2,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-2-habitaciones-3-banos-2-garajes/687-M5522919,Apartamento,6.186973571777344,-75.56109619140625,los balsos no 1
el poblado,6700000,96.0,2,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no2-2-habitaciones-3-banos-2-garajes/687-M6026204,Apartamento,6.197247505187988,-75.56945037841797,los balsos no2
el poblado,5200000,94.0,2,2,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.2-2-habitaciones-2-banos-2-garajes/687-M4924205,Apartamento,6.195743083953857,-75.56614685058594,los balsos no 2
el encierro,3800000,148.0,3,4,2,6044485859,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-poblado-3-habitaciones-4-banos-2-garajes/687-1649637,Apartamento,6.20152371,-75.57217188,el poblado
el poblado,4700000,116.0,3,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-3-banos-2-garajes/687-M5511812,Apartamento,6.206431865692139,-75.56341552734375,la florida
el poblado,2800000,64.0,2,1,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.2-2-habitaciones-1-banos-1-garajes/687-M4711150,Apartamento,6.215231418609619,-75.55799865722656,asomadera no 2
laureles,4400000,140.0,3,3,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-castellana-3-habitaciones-3-banos-1-garajes/12116-M5799762,Apartamento,6.2408223152160645,-75.60787963867188,la castellana
la frontera,4600000,130.0,2,3,1,6044449898,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-frontera-2-habitaciones-3-banos-1-garajes/4673-M6082251,Apartamento,6.184181,-75.578771,la frontera
poblado,5600000,146.0,2,3,2,3108926737,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-2-habitaciones-3-banos-2-garajes/11704-M5851435,Apartamento,6.2232989,-75.5659604,poblado
guayabal,3200000,67.0,2,5,0,3158356668,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-shellmar-2-habitaciones-5-banos/2895-M5486856,Apartamento,6.2219552,-75.5779672,shellmar
loma de los bernal,3300000,90.0,3,3,1,6043229898,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-gloria-3-habitaciones-3-banos-1-garajes/5606-M5794738,Apartamento,6.22076,-75.60141,la gloria
san lucas,8500000,179.0,3,3,2,6044449898,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-zuniga-3-habitaciones-3-banos-2-garajes/4673-M6076587,Casa,6.17558082,-75.56568201,zuniga
ciudad del rio,6000000,116.0,3,3,2,3126388464,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-ciudad-del-rio-3-habitaciones-3-banos-2-garajes/11167-M6050470,Apartamento,6.2196,-75.57509,ciudad del rio
el campestre,4800000,70.0,2,2,2,3005464647,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-na-2-habitaciones-2-banos-2-garajes/16895-M5699163,Apartamento,6.19685,-75.48894,na
santa maria de los angeles,3800000,72.14,2,2,1,3184444845,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-2-habitaciones-2-banos-1-garajes/16120-M5855156,Apartamento,6.19201,-75.57923,santa maria de los angeles
el poblado,5000000,90.0,3,3,2,3103617777,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-3-habitaciones-3-banos-2-garajes/14059-M5469834,Apartamento,6.22359,-75.57273,simesa
poblado,6500000,143.0,3,3,0,3004128220,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.2-3-habitaciones-3-banos/18777-M5950916,Apartamento,6.19559794,-75.56839852,los balsos no 2
el poblado,6700000,120.0,2,4,2,3196197739,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-2-habitaciones-4-banos-2-garajes/233-M6030746,Apartamento,6.200553894042969,-75.56777954101562,alejandria
loma del campestre,9000000,152.0,3,2,2,3164113328,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-del-campestre-3-habitaciones-2-banos-2-garajes/16120-M6013598,Apartamento,6.22275,-75.5701,loma del campestre
los bosques,11400000,1.0,3,5,3,3137189508,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-na-3-habitaciones-5-banos-3-garajes/11706-M6072176,Apartamento,0.0,0.0,na
el poblado,11250000,163.0,4,5,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-4-habitaciones-5-banos-2-garajes/687-M5844348,Apartamento,6.214367389678955,-75.55487060546875,altos del poblado
el poblado,5200000,88.0,1,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-1-habitaciones-3-banos-2-garajes/687-M5732961,Apartamento,6.188101291656494,-75.559814453125,los balsos no 1
laureles,4900000,95.0,3,2,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-castellana-3-habitaciones-2-banos-1-garajes/12116-M5978180,Apartamento,6.240476608276367,-75.6075668334961,la castellana
laureles,4100000,137.0,4,3,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-conquistadores-4-habitaciones-3-banos-1-garajes/12116-M5075071,Apartamento,6.242410659790039,-75.58174896240234,los conquistadores
el poblado,3800000,60.0,2,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-2-habitaciones-2-banos-1-garajes/687-M5262182,Apartamento,6.2049360275268555,-75.5641860961914,la florida
el poblado,8400000,340.0,3,4,3,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-3-habitaciones-4-banos-3-garajes/687-M5067829,Apartamento,6.184192657470703,-75.572265625,el diamante no 2
el poblado,3950000,87.0,3,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-aguacatala-3-habitaciones-2-banos-1-garajes/687-M5474093,Apartamento,6.19698429107666,-75.57559204101562,la aguacatala
el poblado,8800000,210.0,3,4,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-4-banos-2-garajes/687-M4698307,Apartamento,6.188079833984375,-75.55982208251953,los balsos no 1
envigado,5600000,140.0,4,3,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-jardines-4-habitaciones-3-banos-1-garajes/687-M5736585,Apartamento,6.178896427154541,-75.58699798583984,jardines
el poblado,7100000,113.0,2,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-2-habitaciones-3-banos-2-garajes/687-M5790344,Apartamento,6.215999603271484,-75.5550537109375,altos del poblado
el poblado,60000000,1200.0,4,5,4,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-balsos-no.2-4-habitaciones-5-banos-4-garajes/687-M3828456,Casa,6.194947719573975,-75.56954956054688,los balsos no 2
el poblado,4200000,100.0,3,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-1-garajes/687-M5684755,Apartamento,6.218486785888672,-75.56706237792969,castropol
el poblado,7700000,146.0,3,4,3,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-4-banos-3-garajes/687-M5744171,Apartamento,6.218486785888672,-75.56706237792969,castropol
el poblado,4800000,84.0,3,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-3-habitaciones-3-banos-2-garajes/687-M5684215,Apartamento,0.0,0.0,
el poblado,3950000,79.0,2,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-2-habitaciones-2-banos-1-garajes/687-M5790590,Apartamento,6.202211856842041,-75.55608367919922,el tesoro
el poblado,10500000,350.0,5,5,3,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-balsos-no.2-5-habitaciones-5-banos-3-garajes/687-M4815421,Casa,6.195743083953857,-75.56614685058594,los balsos no 2
el poblado,5100000,90.0,3,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-3-habitaciones-2-banos-1-garajes/687-M5796256,Apartamento,6.2201690673828125,-75.5747299194336,simesa
el poblado,15200000,253.0,3,4,3,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-4-banos-3-garajes/687-M5321518,Apartamento,6.199352264404297,-75.56932067871094,alejandria
envigado,14000000,420.0,4,4,2,3052876430,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-envigado-4-habitaciones-4-banos-2-garajes/20765-M6000016,Casa,6.1891586949,-75.5803166745,envigado
el poblado,6200000,154.0,3,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-3-habitaciones-3-banos-2-garajes/687-M5243134,Apartamento,6.183230400085449,-75.5716552734375,el diamante no 2
el poblado,5450000,117.0,4,4,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-4-habitaciones-4-banos-1-garajes/687-M5844554,Apartamento,6.2130446434021,-75.55469512939453,altos del poblado
el poblado,3500000,100.0,2,2,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-2-habitaciones-2-banos-2-garajes/687-M3359357,Apartamento,6.192847728729248,-75.56182098388672,los balsos no 1
el poblado,7850000,97.0,2,2,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-2-habitaciones-2-banos-2-garajes/687-M4096084,Apartamento,6.1938090324401855,-75.56259155273438,los naranjos
el poblado,8500000,100.0,2,2,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-2-habitaciones-2-banos-2-garajes/687-M5732851,Apartamento,6.178069114685059,-75.56542205810547,san lucas
el poblado,2900000,47.0,1,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-lomas-no.1-1-habitaciones-2-banos-1-garajes/687-M5259118,Apartamento,6.209867477416992,-75.5615005493164,las lomas no 1
el poblado,7950000,239.0,3,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-patio-bonito-3-habitaciones-3-banos-2-garajes/687-M5473969,Apartamento,6.2032575607299805,-75.57283020019531,patio bonito
el poblado,6800000,125.0,3,4,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-linde-3-habitaciones-4-banos-2-garajes/687-M5684028,Apartamento,6.215233325958252,-75.5632553100586,la linde
el poblado,7700000,237.0,3,4,3,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-4-banos-3-garajes/687-M5744122,Apartamento,6.218486785888672,-75.56706237792969,castropol
la america,2500000,100.0,3,2,0,3506684209,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-america-3-habitaciones-2-banos/20384-M6018718,Apartamento,6.25171,-75.60433,la america
el poblado,7250000,133.0,3,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-3-banos-2-garajes/687-M5569651,Apartamento,6.186973571777344,-75.56109619140625,los balsos no 1
el poblado,7650000,125.0,3,4,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-4-banos-2-garajes/687-M5971621,Apartamento,6.202976226806641,-75.56718444824219,la florida
laureles,3950000,104.0,3,3,2,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-colores-3-habitaciones-3-banos-2-garajes/12116-M5402861,Apartamento,6.2653913497924805,-75.59236145019531,los colores
el poblado,37000000,1085.0,4,5,4,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-balsos-no.1-4-habitaciones-5-banos-4-garajes/687-M5462902,Casa,6.187380313873291,-75.56134796142578,los balsos no 1
el poblado,11700000,207.0,3,4,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-4-banos-2-garajes/687-M5401789,Apartamento,6.20012092590332,-75.57085418701172,alejandria
el poblado,6000000,116.0,3,3,2,3187351151,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-3-habitaciones-3-banos-2-garajes/11704-M6054759,Apartamento,6.1930277,-75.5777069,el poblado
san lucas,14000000,371.0,4,5,4,6044449898,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-diamante-no.2-4-habitaciones-5-banos-4-garajes/4673-M6082097,Casa,6.17983349,-75.56927698,el diamante no 2
robledo,1350000,40.0,2,5,0,3158356668,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-puertas-del-sol-2-habitaciones-5-banos/2895-M5534572,Apartamento,6.2868653,-75.60973,puertas del sol
almeria,3600000,82.0,2,2,4,6044449898,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-teresita-2-habitaciones-2-banos-4-garajes/4673-M6082140,Apartamento,6.24377981,-75.61510125,santa teresita
los balsos,5600000,117.0,2,2,1,6044449898,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-2-habitaciones-2-banos-1-garajes/4673-M6082024,Apartamento,6.20650433,-75.56352015,la florida
poblado,11000000,236.0,3,2,2,3108926737,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-poblado-3-habitaciones-2-banos-2-garajes/11704-M6064039,Casa,6.2084165,-75.5595793,poblado
loma de los gonzalez,7000000,87.0,3,2,1,3184444845,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-gonzalez-3-habitaciones-2-banos-1-garajes/16120-M5831335,Apartamento,6.19316,-75.56317,loma de los gonzalez
conquistadores,5000000,236.0,5,3,1,3103617777,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-conquistadores-5-habitaciones-3-banos-1-garajes/14059-M6009433,Casa,6.24051,-75.58765,conquistadores
calazans,2470000,65.0,3,2,1,3004128220,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-rosa-de-lima-3-habitaciones-2-banos-1-garajes/18777-M6085983,Apartamento,6.26427036,-75.60694064,santa rosa de lima
loma de los parra,11000000,212.0,3,4,2,3184444845,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-parra-3-habitaciones-4-banos-2-garajes/16120-M6064041,Apartamento,6.2017,-75.57093,loma de los parra
el poblado,10000000,175.0,3,4,3,3005464647,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-3-garajes/16895-M5673595,Apartamento,6.20402,-75.55863,el tesoro
el poblado,3650000,100.0,3,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-2-banos-1-garajes/687-M5523461,Apartamento,6.188781261444092,-75.57971954345703,santa maria de los angeles
belen,3800000,130.0,3,2,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-3-habitaciones-2-banos-1-garajes/12116-M3930782,Apartamento,6.219292640686035,-75.60274505615234,loma de los bernal
el poblado,3250000,103.0,3,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-1-garajes/687-M5028747,Apartamento,6.216109752655029,-75.56694793701172,castropol
guayabal,4200000,178.0,4,3,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-santa-fe-4-habitaciones-3-banos-1-garajes/12116-M6019451,Casa,6.221959590911865,-75.58143615722656,santa fe
el poblado,7700000,168.0,2,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-2-habitaciones-3-banos-2-garajes/687-M5155155,Apartamento,6.20346212387085,-75.55400085449219,el tesoro
el poblado,7700000,135.0,3,4,3,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-4-banos-3-garajes/687-M5027789,Apartamento,6.202392578125,-75.56645965576172,la florida
el poblado,7350000,176.0,3,4,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-4-banos-2-garajes/687-M5015783,Apartamento,6.190206050872803,-75.57931518554688,santa maria de los angeles
el poblado,9400000,250.0,5,5,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-aguacatala-5-habitaciones-5-banos-1-garajes/687-M5406813,Apartamento,6.197157382965088,-75.57756805419922,la aguacatala
el poblado,3350000,90.0,2,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-2-habitaciones-2-banos-1-garajes/687-M5422799,Apartamento,6.182221412658691,-75.57076263427734,el diamante no 2
palmas,35000000,1650.0,3,5,2,3113642069,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-na-3-habitaciones-5-banos-2-garajes/16775-M5552207,Casa,0.0,0.0,na
la castellana,4000000,145.0,3,3,2,3002272604,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-castellana-3-habitaciones-3-banos-2-garajes/14273-M5984424,Apartamento,6.2387897913,-75.6094587205,la castellana
el poblado,3150000,55.0,1,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-1-habitaciones-2-banos-1-garajes/687-M5525476,Apartamento,6.194360256195068,-75.56385803222656,los balsos no 1
el poblado,7100000,90.0,2,3,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-linde-2-habitaciones-3-banos-1-garajes/687-M4933325,Apartamento,6.212533950805664,-75.56732177734375,la linde
el poblado,4400000,88.0,2,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-2-habitaciones-2-banos-1-garajes/687-M5338326,Apartamento,6.186973571777344,-75.56109619140625,los balsos no 1
laureles,2950000,100.0,3,2,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-2-banos-1-garajes/12116-M5028256,Apartamento,6.242885112762451,-75.5961685180664,laureles
el poblado,4000000,93.0,3,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-patio-bonito-3-habitaciones-2-banos-1-garajes/687-M4709376,Apartamento,6.205358028411865,-75.57597351074219,patio bonito
el poblado,5700000,125.0,3,3,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-linde-3-habitaciones-3-banos-1-garajes/687-M5479811,Apartamento,6.212890625,-75.56771850585938,la linde
el poblado,3850000,87.0,3,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-3-habitaciones-2-banos-1-garajes/687-M5155253,Apartamento,6.217248916625977,-75.57366180419922,simesa
poblado,11000000,130.0,3,3,2,3005038525,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-3-habitaciones-3-banos-2-garajes/20543-M6070728,Apartamento,6.19295421,-75.5607703,los naranjos
el poblado,7400000,250.0,4,4,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-balsos-no.2-4-habitaciones-4-banos-2-garajes/687-M5486991,Casa,6.195552349090576,-75.56988525390625,los balsos no 2
laureles,4500000,110.0,3,3,0,3012259507,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-lorena-3-habitaciones-3-banos/20662-M6060255,Apartamento,6.24758219,-75.59879532,lorena
el poblado,3900000,110.0,3,2,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-3-habitaciones-2-banos-2-garajes/687-M5474076,Apartamento,6.182827472686768,-75.57115173339844,el diamante no 2
laureles,3800000,164.0,5,3,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simon-bolivar-5-habitaciones-3-banos-1-garajes/12116-M4970881,Apartamento,6.245184421539307,-75.60428619384766,simon bolivar
laureles,4150000,102.0,3,2,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-conquistadores-3-habitaciones-2-banos-1-garajes/12116-M5321214,Apartamento,6.2413740158081055,-75.58100128173828,los conquistadores
lalinde,9500000,121.0,2,3,1,3243004220,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-lalinde-2-habitaciones-3-banos-1-garajes/20772-M6015479,Apartamento,6.1915845942,-75.5743145882,lalinde
belen,2800000,74.0,2,2,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-2-habitaciones-2-banos-1-garajes/12116-M5306338,Apartamento,6.217579364776611,-75.60416412353516,loma de los bernal
el poblado,11500000,180.0,2,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-2-habitaciones-3-banos-2-garajes/687-M5094919,Apartamento,6.179790496826172,-75.56442260742188,san lucas
el poblado,7300000,230.0,3,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-3-banos-2-garajes/687-M5015802,Apartamento,6.184234142303467,-75.55809783935547,los balsos no 1
laureles,4000000,92.0,3,2,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-2-banos-1-garajes/12116-M5967213,Apartamento,6.242758750915527,-75.59607696533203,laureles
el poblado,3800000,85.0,3,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-patio-bonito-3-habitaciones-2-banos-1-garajes/687-M4742361,Apartamento,6.205358028411865,-75.57597351074219,patio bonito
san joaquin laureles,2900000,80.0,3,3,1,6044449898,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-joaquin-3-habitaciones-3-banos-1-garajes/4673-M6074128,Apartamento,6.24416417,-75.58790643,san joaquin
san lucas,4500000,120.0,3,3,1,3216199641,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-3-habitaciones-3-banos-1-garajes/3267-M5857474,Apartamento,6.17898,-75.56768,el diamante no 2
la loma del indio,3500000,74.0,3,2,1,3126388464,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-loma-del-indio-3-habitaciones-2-banos-1-garajes/11167-M6022576,Apartamento,6.2284,-75.56545,la loma del indio
laureles,18000000,571.0,5,5,2,6044449898,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-laureles-5-habitaciones-5-banos-2-garajes/4673-M4737304,Casa,6.24093129,-75.59536809,laureles
el velodromo,6000000,240.0,5,4,1,6044449898,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-velodromo-5-habitaciones-4-banos-1-garajes/4673-M6074570,Casa,6.255886824,-75.595100534,el velodromo
alameda,8700000,341.0,5,3,1,6044449898,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-alameda-5-habitaciones-3-banos-1-garajes/4673-M5700172,Casa,6.236511,-75.594722,alameda
las lomas no 2,11000000,150.0,3,4,2,3142007942,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-lomas-no.2-3-habitaciones-4-banos-2-garajes/847-M5829918,Apartamento,6.211902,-75.55745,las lomas no 2
cola del zorro,4800000,70.0,1,2,1,3184444845,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-cola-del-zorro-1-habitaciones-2-banos-1-garajes/16120-M6022433,Apartamento,6.20651,-75.55193,cola del zorro
poblado,11000000,235.0,3,4,2,3184444845,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-3-habitaciones-4-banos-2-garajes/16120-M6075876,Apartamento,6.20267,-75.55402,poblado
altos del poblado,2950000,64.0,2,2,1,3142007942,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-2-habitaciones-2-banos-1-garajes/847-M4732020,Apartamento,6.217358,-75.558338,altos del poblado
laureles,5500000,172.0,3,4,2,3184444845,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-4-banos-2-garajes/16120-M5831325,Apartamento,6.24059,-75.59936,laureles
el poblado,2550000,60.0,3,2,0,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no2-3-habitaciones-2-banos/687-M5974960,Apartamento,6.2253313064575195,-75.56105041503906,asomadera no2
el poblado,12800000,170.0,3,4,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-4-banos-2-garajes/687-M5677579,Apartamento,6.1878814697265625,-75.5594482421875,los balsos no 1
el poblado,10500000,120.0,2,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-2-habitaciones-3-banos-2-garajes/687-M5689486,Apartamento,6.1780524253845215,-75.56542205810547,san lucas
el poblado,12000000,264.0,4,5,3,3052876430,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-4-habitaciones-5-banos-3-garajes/20765-M6051368,Apartamento,6.2476376,-75.5658153,el poblado
poblado san lucas,5500000,87.0,1,1,1,3009126336,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-san-lucas-1-habitaciones-1-banos-1-garajes/19797-M6068684,Apartamento,6.2090645,-75.5676977,poblado san lucas
el poblado,7000000,105.0,2,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-2-habitaciones-3-banos-2-garajes/687-M5565263,Apartamento,6.186973571777344,-75.56109619140625,los balsos no 1
los naranjos,13800000,350.0,,,,3002751834,https://www.metrocuadrado.com/inmueble/arriendo-casa-lote-medellin-los-naranjos/17287-M6012147,Casa lote,6.19422,-75.56224,los naranjos
el poblado,4000000,34.0,1,1,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-aguacatala-1-habitaciones-1-banos-1-garajes/687-M6084978,Apartamento,6.1990509033203125,-75.57833862304688,la aguacatala
laureles,3200000,85.0,3,2,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-acacias-3-habitaciones-2-banos-1-garajes/12116-M6015852,Apartamento,6.240963935852051,-75.60116577148438,las acacias
