barrio,precio,area,habitaciones,baños,parqueaderos,telefono,url,tipo,latitud,longitud,barrio_1
robledo,1350000,47.0,3,1,0,6042044718,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-robledo-3-habitaciones-1-banos/18597-M6041365,Apartamento,6.28063,-75.59824,robledo
el poblado,4900000,100.0,2,2,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-2-habitaciones-2-banos-2-garajes/687-M5036856,Apartamento,6.1952223777771,-75.55766296386719,los naranjos
el poblado,2950000,54.0,1,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-patio-bonito-1-habitaciones-2-banos-1-garajes/687-M5210517,Apartamento,6.204209804534912,-75.57378387451172,patio bonito
estadio,3000000,100.0,3,2,0,6044486003,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-estadio-3-habitaciones-2-banos/20769-M6056311,Apartamento,6.25849,-75.59511,estadio
el poblado,5300000,100.0,2,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-2-habitaciones-2-banos-1-garajes/687-M4677044,Apartamento,6.200577259063721,-75.56989288330078,alejandria
el poblado,5100000,145.0,3,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-3-habitaciones-3-banos-2-garajes/687-M4777609,Apartamento,6.181797981262207,-75.56238555908203,san lucas
el poblado,6500000,103.0,2,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-2-habitaciones-3-banos-2-garajes/687-M5601413,Apartamento,6.215419769287109,-75.55437469482422,altos del poblado
el poblado,3700000,56.0,1,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-1-habitaciones-2-banos-1-garajes/687-M4687450,Apartamento,6.199336051940918,-75.57052612304688,alejandria
laureles,3600000,94.0,2,2,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-2-habitaciones-2-banos-1-garajes/12116-M4629169,Apartamento,6.240597248077393,-75.59341430664062,laureles
el tesoro,14000000,220.0,3,5,2,3044157441,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-3-habitaciones-5-banos-2-garajes/16642-M5951153,Apartamento,6.19418478012085,-75.55584716796875,los naranjos
el poblado,6050000,116.0,3,2,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-2-banos-2-garajes/687-M6036045,Apartamento,6.190048694610596,-75.5792007446289,santa maria de los angeles
poblado ciudad del rio,4400000,76.0,3,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-miraflores-3-habitaciones-2-banos-1-garajes/687-M3081488,Apartamento,6.2352190017700195,-75.54609680175781,miraflores
el poblado,3250000,63.0,1,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-1-habitaciones-2-banos-1-garajes/687-M5294169,Apartamento,6.189105033874512,-75.57966613769531,santa maria de los angeles
guayabal,3300000,68.0,2,2,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-fe-2-habitaciones-2-banos-1-garajes/12116-M4792488,Apartamento,6.2213850021362305,-75.58198547363281,santa fe
laureles,2750000,65.0,3,2,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-colores-3-habitaciones-2-banos-1-garajes/12116-M5246858,Apartamento,6.264777183532715,-75.59326934814453,los colores
laureles,2950000,90.0,2,3,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-castellana-2-habitaciones-3-banos-1-garajes/12116-M5548433,Apartamento,6.239984035491943,-75.60546875,la castellana
el poblado,3500000,65.0,1,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-1-habitaciones-2-banos-1-garajes/687-M5607845,Apartamento,6.1985764503479,-75.57109069824219,alejandria
el poblado,3700000,80.0,3,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-2-banos-1-garajes/687-M5197206,Apartamento,6.190206050872803,-75.57931518554688,santa maria de los angeles
belen,3100000,90.0,3,3,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-la-mota-3-habitaciones-3-banos-1-garajes/12116-M5543623,Casa,6.209683418273926,-75.5986099243164,la mota
belen,2200000,36.0,1,1,0,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-palma-1-habitaciones-1-banos/12116-M5678205,Apartamento,6.229894161224365,-75.60283660888672,la palma
el poblado,5200000,100.0,2,2,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-2-habitaciones-2-banos-2-garajes/687-M4886326,Apartamento,6.2064528465271,-75.55963897705078,el tesoro
san lucas,4400000,84.0,3,2,1,6044449898,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-3-habitaciones-2-banos-1-garajes/4673-M5790995,Apartamento,6.179945,-75.564059,san lucas
san diego,3700000,70.0,3,2,1,6044449898,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-diego-3-habitaciones-2-banos-1-garajes/4673-M4736738,Apartamento,6.23329436,-75.56903171,san diego
la floresta,6622942,90.0,3,1,0,6044449898,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-calasanz-3-habitaciones-1-banos/4673-M6065342,Apartamento,6.25965255,-75.59830875,calasanz
santa fe,3600000,68.0,3,2,1,3137863112,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-fe-3-habitaciones-2-banos-1-garajes/4229-M6068061,Apartamento,6.22326,-75.5776,santa fe
poblado,6500000,130.0,3,3,1,3182298987,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-linde-3-habitaciones-3-banos-1-garajes/18537-M6032082,Apartamento,6.21298571,-75.56802271,la linde
el poblado,9850000,282.0,4,4,2,3208626266,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-4-habitaciones-4-banos-2-garajes/2671-M5805193,Apartamento,6.203508,-75.569077,el poblado
conquistadores,4000000,90.0,2,2,1,3160174465,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-conquistadores-2-habitaciones-2-banos-1-garajes/18597-M6040967,Apartamento,6.24106,-75.58334,conquistadores
el poblado,4500000,150.0,3,3,2,3044897448,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-patio-bonito-3-habitaciones-3-banos-2-garajes/233-M5274663,Apartamento,6.204787731170654,-75.57544708251953,patio bonito
boston,1200000,42.0,2,1,0,3022964329,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-boston-2-habitaciones-1-banos/18597-M6040798,Apartamento,6.24795,-75.55734,boston
san antonio de prado,1200000,58.0,3,1,0,3045890481,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-fatima-3-habitaciones-1-banos/18178-M6044643,Apartamento,6.23606014251709,-75.58468627929688,fatima
manila,11200000,200.0,4,3,0,3184444845,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-manila-4-habitaciones-3-banos/16120-M5639251,Casa,6.21423,-75.57151,manila
el poblado,3100000,55.0,1,1,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-1-habitaciones-1-banos-1-garajes/687-M5271411,Apartamento,6.214498519897461,-75.55554962158203,altos del poblado
el poblado,3100000,56.0,1,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-patio-bonito-1-habitaciones-2-banos-1-garajes/687-M5193892,Apartamento,6.203550815582275,-75.57388305664062,patio bonito
el poblado,8200000,177.0,3,4,3,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-linde-3-habitaciones-4-banos-3-garajes/687-M4716536,Apartamento,6.2132792472839355,-75.56483459472656,la linde
el poblado,7500000,116.0,3,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-3-banos-2-garajes/687-M4936632,Apartamento,6.191622734069824,-75.57670593261719,santa maria de los angeles
el poblado,10700000,318.0,4,4,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-diamante-no.2-4-habitaciones-4-banos-2-garajes/687-M2565482,Casa,6.183786869049072,-75.57238006591797,el diamante no 2
el poblado,4000000,67.0,1,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-1-habitaciones-2-banos-1-garajes/687-M4995539,Apartamento,6.191534996032715,-75.56587982177734,los balsos no 1
belen,3300000,75.0,3,2,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-3-habitaciones-2-banos-1-garajes/12116-M5599664,Apartamento,6.217579364776611,-75.60416412353516,loma de los bernal
el poblado,3300000,59.0,1,1,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-1-habitaciones-1-banos-1-garajes/687-M4993799,Apartamento,6.202823162078857,-75.55668640136719,el tesoro
el poblado,2850000,57.0,2,1,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-2-habitaciones-1-banos-1-garajes/687-M5949015,Apartamento,6.197045803070068,-75.56517028808594,los naranjos
el poblado,4000000,78.0,2,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-2-habitaciones-2-banos-1-garajes/687-M5359373,Apartamento,6.199948787689209,-75.56999206542969,alejandria
el poblado,4100000,108.0,3,2,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.2-3-habitaciones-2-banos-2-garajes/687-M5498099,Apartamento,6.194098949432373,-75.56954193115234,los balsos no 2
el poblado,4500000,90.0,3,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-1-garajes/687-M5246126,Apartamento,6.215184211730957,-75.56710052490234,castropol
el poblado,3100000,70.0,2,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-2-banos-1-garajes/687-M5549191,Apartamento,6.2158894538879395,-75.56684112548828,castropol
el poblado,6500000,150.0,3,3,2,6044486003,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-3-habitaciones-3-banos-2-garajes/20769-M5990460,Apartamento,6.20132,-75.56706,el poblado
el poblado,6700000,146.0,3,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-3-banos-2-garajes/687-M2451358,Apartamento,6.202554225921631,-75.55690002441406,el tesoro
el poblado,3950000,58.0,2,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-2-habitaciones-2-banos-1-garajes/687-M5605149,Apartamento,6.218235969543457,-75.57379150390625,simesa
buenos aires,1400000,40.0,2,1,0,6044480577,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-urbanizacion-loyola-2-habitaciones-1-banos/21136-M6059920,Apartamento,6.23745048,-75.54598221,urbanizacion loyola
el poblado,3000000,59.0,1,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-1-habitaciones-2-banos-1-garajes/687-M4993858,Apartamento,6.2005486488342285,-75.55818939208984,el tesoro
el poblado,6300000,115.0,2,2,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-2-habitaciones-2-banos-2-garajes/687-M3042111,Apartamento,6.204042434692383,-75.55555725097656,el tesoro
el poblado,9700000,300.0,3,4,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-tesoro-3-habitaciones-4-banos-1-garajes/687-M4991082,Casa,6.2064528465271,-75.55963897705078,el tesoro
el poblado,5750000,105.0,2,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no1-2-habitaciones-2-banos-1-garajes/687-M6048101,Apartamento,6.187114238739014,-75.56001281738281,los balsos no1
alto de palmas,29500000,430.0,4,5,3,3208626266,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-alto-de-palmas-4-habitaciones-5-banos-3-garajes/2671-M5811842,Casa,6.147382,-75.541306,alto de palmas
el poblado,7500000,170.0,3,4,1,3503639825,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-1-garajes/11067-M6081701,Apartamento,6.20519598,-75.55940185,el tesoro
el poblado,6500000,100.0,2,3,1,3503639825,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-lomas-no.1-2-habitaciones-3-banos-1-garajes/11067-M6081785,Apartamento,6.21237124,-75.56376169,las lomas no 1
castropol,3800000,87.0,2,2,1,6044449898,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-2-banos-1-garajes/4673-M6082183,Apartamento,6.22343028,-75.56687623,castropol
villa hermosa,1920000,80.0,3,2,0,3105064343,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-villa-hermosa-3-habitaciones-2-banos/11166-M6034670,Apartamento,6.25156,-75.55856,villa hermosa
loma de los gonzalez,3500000,52.0,1,2,1,3184444845,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-gonzalez-1-habitaciones-2-banos-1-garajes/16120-M5745778,Apartamento,6.19181,-75.55998,loma de los gonzalez
altos del poblado,4500000,80.0,2,3,1,3184444845,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-2-habitaciones-3-banos-1-garajes/16120-M5781544,Apartamento,6.21472,-75.55484,altos del poblado
poblado,8500000,125.0,3,2,1,3184444845,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-3-habitaciones-2-banos-1-garajes/16120-M5681043,Apartamento,6.20634,-75.56052,poblado
poblado,4300000,68.0,1,2,1,3004128220,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-1-habitaciones-2-banos-1-garajes/18777-M6052725,Apartamento,6.18728464,-75.58016956,santa maria de los angeles
el poblado,3700000,78.0,3,2,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-2-banos-2-garajes/687-M4896690,Apartamento,6.199612140655518,-75.56756591796875,alejandria
el poblado,3350000,78.0,3,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-2-banos-1-garajes/687-M4673029,Apartamento,6.190939426422119,-75.5804214477539,santa maria de los angeles
belen,1800000,30.0,1,1,0,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-palma-1-habitaciones-1-banos/12116-M5678631,Apartamento,6.229527950286865,-75.6026382446289,la palma
el poblado,4000000,63.0,1,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-1-habitaciones-2-banos-1-garajes/687-M4724144,Apartamento,6.200913429260254,-75.56626892089844,alejandria
laureles,2750000,85.0,2,2,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-acacias-2-habitaciones-2-banos-1-garajes/12116-M5496375,Apartamento,6.239671230316162,-75.59888458251953,las acacias
el poblado,4300000,76.0,1,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no2-1-habitaciones-2-banos-1-garajes/687-M5818149,Apartamento,6.197088241577148,-75.5694808959961,los balsos no2
laureles,3300000,155.0,3,2,1,3176350447,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-nogal-los-almendros-3-habitaciones-2-banos-1-garajes/12116-M3007879,Apartamento,6.239884853363037,-75.59781646728516,el nogal  los almendros
el poblado,4000000,90.0,3,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-1-garajes/687-M4777359,Apartamento,6.218486785888672,-75.56706237792969,castropol
el poblado,3750000,72.0,2,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-patio-bonito-2-habitaciones-2-banos-1-garajes/687-M6044398,Apartamento,6.206048011779785,-75.57542419433594,patio bonito
el poblado,3650000,48.0,1,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-1-habitaciones-2-banos-1-garajes/687-M5598489,Apartamento,6.218197822570801,-75.57340240478516,simesa
laureles,2950000,63.0,3,2,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-joaquin-3-habitaciones-2-banos-1-garajes/12116-M5605826,Apartamento,6.2469482421875,-75.58496856689453,san joaquin
el poblado,6100000,102.0,2,2,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-2-habitaciones-2-banos-2-garajes/687-M5282236,Apartamento,6.213318347930908,-75.55414581298828,altos del poblado
el poblado,9200000,102.0,2,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-linde-2-habitaciones-3-banos-2-garajes/687-M5599400,Apartamento,6.212133884429932,-75.56751251220703,la linde
el poblado,5000000,63.0,1,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-1-habitaciones-2-banos-1-garajes/687-M4724130,Apartamento,6.199870586395264,-75.56961059570312,alejandria
belen,1800000,30.0,1,1,0,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-palma-1-habitaciones-1-banos/12116-M5678588,Apartamento,6.2292046546936035,-75.60244750976562,la palma
el poblado,3500000,85.0,2,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-2-banos-1-garajes/687-M5956176,Apartamento,6.224435806274414,-75.56761169433594,castropol
el poblado,3300000,113.0,3,4,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-asomadera-no.1-3-habitaciones-4-banos-1-garajes/687-M5186781,Casa,6.225736141204834,-75.56065368652344,asomadera no 1
el poblado,3600000,63.0,3,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-diego-3-habitaciones-2-banos-1-garajes/687-M4630772,Apartamento,6.233372688293457,-75.5699462890625,san diego
el poblado,4650000,70.0,1,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-patio-bonito-1-habitaciones-2-banos-1-garajes/687-M5193876,Apartamento,6.2056732177734375,-75.57352447509766,patio bonito
el poblado,10800000,172.0,3,4,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-4-banos-2-garajes/687-M2732388,Apartamento,6.2019734382629395,-75.56317138671875,la florida
